Date,Returns
04-20-1993,-0.005274214455
04-21-1993,-0.003302628623
04-22-1993,-0.009399724996
04-23-1993,-0.005529513494
04-26-1993,-0.007985721804
04-27-1993,0.01031046732
04-28-1993,0.00002283052898
04-29-1993,0.001986210675
04-30-1993,0.002962017818
05-03-1993,0.005156864081
05-04-1993,0.003593545179
05-05-1993,0.001058439365
05-06-1993,-0.002834518132
05-07-1993,-0.002143211659
05-10-1993,0.001107820307
05-11-1993,0.00352303523
05-12-1993,0.0009901881357
05-13-1993,-0.01252248201
05-14-1993,0.0007513148009
05-17-1993,0.001842751843
05-18-1993,-0.0001135408861
05-19-1993,0.01646529797
05-20-1993,0.00674754787
05-21-1993,-0.01054173417
05-24-1993,0.004844787368
05-25-1993,0.001897321429
05-26-1993,0.01022613345
05-27-1993,-0.002271524347
05-28-1993,-0.004907053337
06-01-1993,0.008085475022
06-02-1993,0.00004406936518
06-03-1993,-0.002996584775
06-04-1993,-0.005370284426
06-07-1993,-0.005265964538
06-08-1993,-0.0066563917
06-09-1993,0.002406062378
06-10-1993,-0.0008973036027
06-11-1993,0.004221114554
06-14-1993,0.001006126191
06-15-1993,-0.003216367738
06-16-1993,0.00259932328
06-17-1993,0.002480834991
06-18-1993,-0.01083515406
06-21-1993,0.005724846736
06-22-1993,-0.000649903635
06-23-1993,-0.006144462135
06-24-1993,0.007739344299
06-25-1993,0.002194259102
06-28-1993,0.009495084897
06-29-1993,-0.002567223636
06-30-1993,-0.000355011205
07-01-1993,-0.003351608106
07-02-1993,-0.007082089885
07-06-1993,-0.009891440876
07-07-1993,0.003171510772
07-08-1993,0.01312015898
07-09-1993,-0.001181348074
07-12-1993,0.001941487581
07-13-1993,-0.001982270925
07-14-1993,0.004441072106
07-15-1993,-0.001910771418
07-16-1993,-0.007724500245
07-19-1993,0.0006281547953
07-20-1993,0.002869762124
07-21-1993,-0.0002906261877
07-22-1993,-0.005970750034
07-23-1993,0.005826640571
07-26-1993,0.004450905838
07-27-1993,-0.001892716382
07-28-1993,-0.002342495092
07-29-1993,0.006820367182
07-30-1993,-0.004686389481
08-02-1993,0.004507620557
08-03-1993,-0.001954903921
08-04-1993,-0.001624858103
08-05-1993,-0.0009140767824
08-06-1993,0.001227322429
08-09-1993,0.004546670233
08-10-1993,-0.00281771388
08-11-1993,0.002247191011
08-12-1993,-0.003329929405
08-13-1993,0.002628296507
08-16-1993,0.004976229617
08-17-1993,0.001657898227
08-18-1993,0.006421998102
08-19-1993,0.0008551881414
08-20-1993,-0.0005915474443
08-23-1993,-0.00203875833
08-24-1993,0.009972980691
08-25-1993,0.0007830001958
08-26-1993,0.001977701954
08-27-1993,-0.001084504598
08-30-1993,0.002953055109
08-31-1993,0.003593851483
09-01-1993,-0.0008844594012
09-02-1993,-0.003994386268
09-03-1993,0.00008671146759
09-07-1993,-0.00611262843
09-08-1993,-0.004078339004
09-09-1993,0.001861381802
09-10-1993,0.009224043716
09-13-1993,0.000736377025
09-14-1993,-0.004674717569
09-15-1993,0.003696455751
09-16-1993,-0.004701039861
09-17-1993,-0.001305966088
09-20-1993,-0.008238345357
09-21-1993,-0.004614877486
09-22-1993,0.007175184899
09-23-1993,0.003375712407
09-24-1993,-0.0002403110936
09-27-1993,0.009112164849
09-28-1993,-0.0005846686877
09-29-1993,-0.003076723073
09-30-1993,-0.002564604116
10-01-1993,0.005120606628
10-04-1993,0.0001300728408
10-05-1993,-0.0003034638228
10-06-1993,-0.0009973980919
10-07-1993,-0.003385857534
10-08-1993,0.002460908576
10-11-1993,0.001238295931
10-12-1993,0.0005207429266
10-13-1993,0.0008023941707
10-14-1993,0.01157121498
10-15-1993,0.005719426772
10-18-1993,-0.002236421725
10-19-1993,-0.004781726972
10-20-1993,-0.000300293859
10-21-1993,-0.001523376317
10-22-1993,-0.004491146639
10-25-1993,0.002007468647
10-26-1993,0.000215424386
10-27-1993,0.0006676717639
10-28-1993,0.006715309615
10-29-1993,0.000213798559
11-01-1993,0.002714661309
11-02-1993,-0.001406949478
11-03-1993,-0.0115703185
11-04-1993,-0.01194332858
11-05-1993,0.004546547466
11-08-1993,0.001392606132
11-09-1993,0.0002607505269
11-10-1993,0.007364282145
11-11-1993,-0.002328991633
11-12-1993,0.005944146637
11-15-1993,-0.003523926169
11-16-1993,0.006447439353
11-17-1993,-0.00413506449
11-18-1993,-0.002560185882
11-19-1993,-0.00220007765
11-22-1993,-0.007501080847
11-23-1993,0.004138261495
11-24-1993,0.002884844804
11-26-1993,0.001513971797
11-29-1993,-0.002505074936
11-30-1993,-0.000238146785
12-01-1993,0.0002165486477
12-02-1993,0.002641321527
12-03-1993,0.003843579279
12-06-1993,0.003312611586
12-07-1993,0.0007075016616
12-08-1993,-0.001006941469
12-09-1993,-0.004525080958
12-10-1993,-0.0005385841699
12-13-1993,0.003815230746
12-14-1993,-0.005668885549
12-15-1993,-0.002634647778
12-16-1993,0.003247878053
12-17-1993,0.006561056675
12-20-1993,-0.001136412368
12-21-1993,-0.001180637544
12-22-1993,0.004341285192
12-23-1993,0.0001283916802
12-27-1993,0.006761093757
12-28-1993,0.0008500871339
12-29-1993,-0.0007644285896
12-30-1993,-0.004122572145
12-31-1993,-0.00467309662
01-03-1994,-0.002165291028
01-04-1994,0.003115331729
01-05-1994,0.001413609201
01-06-1994,-0.0009196877339
01-07-1994,0.005951361535
01-10-1994,0.0114279634
01-11-1994,-0.002398636564
01-12-1994,0.00008436504756
01-13-1994,-0.003585212055
01-14-1994,0.005164349059
01-17-1994,-0.003390116022
01-18-1994,0.002007183604
01-19-1994,0.0001054296257
01-20-1994,0.001433691756
01-21-1994,-0.0005473914691
01-24-1994,-0.00579288844
01-25-1994,-0.002224717673
01-26-1994,0.004841586681
01-27-1994,0.008136094675
01-28-1994,0.003458756944
01-31-1994,0.00607896386
02-01-1994,-0.004131974004
02-02-1994,0.004962261791
02-03-1994,-0.002676348548
02-04-1994,-0.02267479353
02-07-1994,0.004150614078
02-08-1994,-0.001505002544
02-09-1994,0.003651417047
02-10-1994,-0.008122342788
02-11-1994,0.00266564306
02-14-1994,0.0001063422519
02-15-1994,0.004869957255
02-16-1994,0.000571404385
02-17-1994,-0.005182004696
02-18-1994,-0.005634222052
02-22-1994,0.008060895037
02-23-1994,-0.001633224452
02-24-1994,-0.01366079585
02-25-1994,0.003898677465
02-28-1994,0.002295792478
03-01-1994,-0.005779851865
03-02-1994,0.0007966583412
03-03-1994,-0.003872550074
03-04-1994,0.00373642038
03-07-1994,0.004669277445
03-08-1994,-0.00220599259
03-09-1994,0.002532841075
03-10-1994,-0.006765726031
03-11-1994,0.005475317956
03-14-1994,0.002036703542
03-15-1994,-0.0008130255247
03-16-1994,0.005160489069
03-17-1994,0.003152826893
03-18-1994,0.0003397748991
03-21-1994,-0.005349636989
03-22-1994,0.0005549152687
03-23-1994,-0.0005546075085
03-24-1994,-0.008942672984
03-25-1994,-0.008118875848
03-28-1994,-0.001259281775
03-29-1994,-0.01634782609
03-30-1994,-0.01531559406
03-31-1994,0.0004937717428
04-04-1994,-0.01536666891
04-05-1994,0.02134785382
04-06-1994,-0.0005353677307
04-07-1994,0.006316259346
04-08-1994,-0.008383605394
04-11-1994,0.006195481995
04-12-1994,-0.005112588081
04-13-1994,-0.00292691646
04-14-1994,0.0002689015372
04-15-1994,-0.0004480487477
04-18-1994,-0.008337442288
04-19-1994,0.0001808073046
04-20-1994,-0.00131061599
04-21-1994,0.01531812834
04-22-1994,-0.002451362735
04-25-1994,0.01134865849
04-26-1994,-0.001855492479
04-28-1994,-0.006130081661
04-29-1994,0.004030282788
05-02-1994,0.00467942605
05-03-1994,0.00002207408061
05-04-1994,-0.00289164073
05-05-1994,-0.0007526786505
05-06-1994,-0.007886924543
05-09-1994,-0.01228172033
05-10-1994,0.00834237656
05-11-1994,-0.01013430192
05-12-1994,0.005119028744
05-13-1994,0.0008788732394
05-16-1994,0.0007880398073
05-17-1994,0.01097887467
05-18-1994,0.009613458842
05-19-1994,0.006149573497
05-20-1994,-0.00341745531
05-23-1994,-0.003780884551
05-24-1994,0.003552515446
05-25-1994,0.003364042127
05-26-1994,0.00157777096
05-27-1994,0.0005907320702
05-31-1994,-0.001814882033
